initial_location,seating_capacity,start_service_time,end_service_time
156284,4,1,108000
19927,4,1,108000
84166,4,1,108000
84937,4,1,108000
31591,4,1,108000
77673,4,1,108000
36843,4,1,108000
7428,4,1,108000
6470,4,1,108000
80545,4,1,108000
112461,4,1,108000
8667,4,1,108000
32630,4,1,108000
137727,4,1,108000
32749,4,1,108000
70782,4,1,108000
12915,4,1,108000
40526,4,1,108000
128594,4,1,108000
114764,4,1,108000
89971,4,1,108000
148104,4,1,108000
85159,4,1,108000
53590,4,1,108000
65306,4,1,108000
48675,4,1,108000
36696,4,1,108000
143983,4,1,108000
86910,4,1,108000
50104,4,1,108000
87621,4,1,108000
32823,4,1,108000
36165,4,1,108000
74015,4,1,108000
17311,4,1,108000
115677,4,1,108000
31182,4,1,108000
106113,4,1,108000
91907,4,1,108000
42819,4,1,108000
77669,4,1,108000
8457,4,1,108000
53472,4,1,108000
58622,4,1,108000
34872,4,1,108000
142683,4,1,108000
67399,4,1,108000
144733,4,1,108000
72276,4,1,108000
78401,4,1,108000
152008,4,1,108000
43687,4,1,108000
80656,4,1,108000
21624,4,1,108000
117788,4,1,108000
127907,4,1,108000
84252,4,1,108000
96082,4,1,108000
118395,4,1,108000
6704,4,1,108000
18463,4,1,108000
46193,4,1,108000
22350,4,1,108000
22599,4,1,108000
155940,4,1,108000
97155,4,1,108000
103610,4,1,108000
67269,4,1,108000
11334,4,1,108000
84669,4,1,108000
103326,4,1,108000
87914,4,1,108000
129283,4,1,108000
12915,4,1,108000
157567,4,1,108000
4539,4,1,108000
32313,4,1,108000
711,4,1,108000
101069,4,1,108000
86741,4,1,108000
16726,4,1,108000
34159,4,1,108000
147167,4,1,108000
25176,4,1,108000
9237,4,1,108000
35396,4,1,108000
65510,4,1,108000
122453,4,1,108000
68684,4,1,108000
153347,4,1,108000
95958,4,1,108000
114569,4,1,108000
7986,4,1,108000
100696,4,1,108000
97270,4,1,108000
54477,4,1,108000
50892,4,1,108000
103476,4,1,108000
57108,4,1,108000
120595,4,1,108000
51670,4,1,108000
126112,4,1,108000
77497,4,1,108000
8951,4,1,108000
114197,4,1,108000
3559,4,1,108000
126782,4,1,108000
16059,4,1,108000
106723,4,1,108000
54432,4,1,108000
47911,4,1,108000
49209,4,1,108000
41896,4,1,108000
71187,4,1,108000
106929,4,1,108000
39700,4,1,108000
29300,4,1,108000
67697,4,1,108000
125780,4,1,108000
16262,4,1,108000
131311,4,1,108000
56503,4,1,108000
137935,4,1,108000
55480,4,1,108000
3569,4,1,108000
122952,4,1,108000
18017,4,1,108000
102500,4,1,108000
100768,4,1,108000
154466,4,1,108000
40047,4,1,108000
120799,4,1,108000
7152,4,1,108000
15359,4,1,108000
77673,4,1,108000
126052,4,1,108000
93265,4,1,108000
119666,4,1,108000
48004,4,1,108000
125462,4,1,108000
148104,4,1,108000
156414,4,1,108000
90298,4,1,108000
117146,4,1,108000
10143,4,1,108000
93503,4,1,108000
154030,4,1,108000
29460,4,1,108000
64556,4,1,108000
144795,4,1,108000
8943,4,1,108000
81661,4,1,108000
121333,4,1,108000
88293,4,1,108000
52178,4,1,108000
25941,4,1,108000
86490,4,1,108000
155112,4,1,108000
154002,4,1,108000
13195,4,1,108000
122841,4,1,108000
85173,4,1,108000
135239,4,1,108000
49408,4,1,108000
27986,4,1,108000
8215,4,1,108000
15705,4,1,108000
16318,4,1,108000
136872,4,1,108000
69238,4,1,108000
47201,4,1,108000
97904,4,1,108000
57279,4,1,108000
48859,4,1,108000
134542,4,1,108000
46079,4,1,108000
82996,4,1,108000
77673,4,1,108000
138175,4,1,108000
154899,4,1,108000
97667,4,1,108000
157567,4,1,108000
137347,4,1,108000
7307,4,1,108000
8951,4,1,108000
119034,4,1,108000
47919,4,1,108000
109163,4,1,108000
140578,4,1,108000
159689,4,1,108000
66285,4,1,108000
126224,4,1,108000
1592,4,1,108000
59923,4,1,108000
88267,4,1,108000
119228,4,1,108000
136313,4,1,108000
65163,4,1,108000
4001,4,1,108000
129134,4,1,108000
82337,4,1,108000
1590,4,1,108000
22368,4,1,108000
137878,4,1,108000
35744,4,1,108000
42832,4,1,108000
4458,4,1,108000
7388,4,1,108000
141591,4,1,108000
76766,4,1,108000
7307,4,1,108000
101951,4,1,108000
126982,4,1,108000
75507,4,1,108000
38712,4,1,108000
76866,4,1,108000
103574,4,1,108000
144486,4,1,108000
101629,4,1,108000
155036,4,1,108000
117176,4,1,108000
88410,4,1,108000
116427,4,1,108000
106438,4,1,108000
79853,4,1,108000
88413,4,1,108000
87528,4,1,108000
86183,4,1,108000
84709,4,1,108000
81408,4,1,108000
141078,4,1,108000
57519,4,1,108000
30771,4,1,108000
31720,4,1,108000
142414,4,1,108000
29608,4,1,108000
148641,4,1,108000
32833,4,1,108000
137935,4,1,108000
91512,4,1,108000
140916,4,1,108000
105479,4,1,108000
20293,4,1,108000
131635,4,1,108000
9221,4,1,108000
18948,4,1,108000
112789,4,1,108000
104113,4,1,108000
105249,4,1,108000
12576,4,1,108000
70400,4,1,108000
53774,4,1,108000
83256,4,1,108000
103476,4,1,108000
59068,4,1,108000
107455,4,1,108000
99461,4,1,108000
106263,4,1,108000
4565,4,1,108000
119585,4,1,108000
143130,4,1,108000
45316,4,1,108000
58849,4,1,108000
121898,4,1,108000
144185,4,1,108000
52623,4,1,108000
51377,4,1,108000
51670,4,1,108000
116034,4,1,108000
17109,4,1,108000
135555,4,1,108000
120758,4,1,108000
143295,4,1,108000
22221,4,1,108000
114688,4,1,108000
42525,4,1,108000
100591,4,1,108000
56480,4,1,108000
25527,4,1,108000
100961,4,1,108000
45885,4,1,108000
49544,4,1,108000
141794,4,1,108000
34290,4,1,108000
116457,4,1,108000
142668,4,1,108000
126782,4,1,108000
100694,4,1,108000
93954,4,1,108000
118215,4,1,108000
32819,4,1,108000
15055,4,1,108000
120563,4,1,108000
17735,4,1,108000
126537,4,1,108000
131478,4,1,108000
139823,4,1,108000
80330,4,1,108000
46193,4,1,108000
104685,4,1,108000
32993,4,1,108000
149675,4,1,108000
140026,4,1,108000
27485,4,1,108000
84931,4,1,108000
125238,4,1,108000
87246,4,1,108000
123573,4,1,108000
114756,4,1,108000
141593,4,1,108000
76880,4,1,108000
154470,4,1,108000
47121,4,1,108000
3319,4,1,108000
50358,4,1,108000
36843,4,1,108000
104337,4,1,108000
58741,4,1,108000
6843,4,1,108000
133112,4,1,108000
79458,4,1,108000
3943,4,1,108000
23637,4,1,108000
20240,4,1,108000
66244,4,1,108000
28263,4,1,108000
81543,4,1,108000
23579,4,1,108000
104337,4,1,108000
100183,4,1,108000
140391,4,1,108000
50297,4,1,108000
20304,4,1,108000
17164,4,1,108000
105630,4,1,108000
152739,4,1,108000
42347,4,1,108000
22599,4,1,108000
125649,4,1,108000
115178,4,1,108000
117943,4,1,108000
83813,4,1,108000
116083,4,1,108000
157406,4,1,108000
3170,4,1,108000
68684,4,1,108000
114431,4,1,108000
79892,4,1,108000
86494,4,1,108000
103752,4,1,108000
121179,4,1,108000
92738,4,1,108000
143390,4,1,108000
136022,4,1,108000
45839,4,1,108000
83621,4,1,108000
157038,4,1,108000
2977,4,1,108000
86320,4,1,108000
12418,4,1,108000
98119,4,1,108000
128554,4,1,108000
156916,4,1,108000
118686,4,1,108000
147146,4,1,108000
144171,4,1,108000
93198,4,1,108000
111067,4,1,108000
56805,4,1,108000
61106,4,1,108000
143347,4,1,108000
12681,4,1,108000
25064,4,1,108000
94574,4,1,108000
25876,4,1,108000
141996,4,1,108000
35443,4,1,108000
104337,4,1,108000
134287,4,1,108000
9183,4,1,108000
34964,4,1,108000
124136,4,1,108000
74013,4,1,108000
36282,4,1,108000
115301,4,1,108000
57279,4,1,108000
36607,4,1,108000
60151,4,1,108000
100313,4,1,108000
104337,4,1,108000
130645,4,1,108000
4031,4,1,108000
79534,4,1,108000
63962,4,1,108000
104854,4,1,108000
86124,4,1,108000
28040,4,1,108000
3004,4,1,108000
115538,4,1,108000
152604,4,1,108000
122843,4,1,108000
116083,4,1,108000
104213,4,1,108000
67922,4,1,108000
109183,4,1,108000
147642,4,1,108000
3961,4,1,108000
60094,4,1,108000
118296,4,1,108000
124885,4,1,108000
55474,4,1,108000
72394,4,1,108000
145649,4,1,108000
9512,4,1,108000
13485,4,1,108000
132160,4,1,108000
36645,4,1,108000
160100,4,1,108000
150515,4,1,108000
125649,4,1,108000
57648,4,1,108000
160041,4,1,108000
149333,4,1,108000
102672,4,1,108000
8457,4,1,108000
2577,4,1,108000
150720,4,1,108000
109163,4,1,108000
17831,4,1,108000
72193,4,1,108000
50204,4,1,108000
75977,4,1,108000
141269,4,1,108000
104304,4,1,108000
3718,4,1,108000
7307,4,1,108000
125649,4,1,108000
1873,4,1,108000
18942,4,1,108000
15169,4,1,108000
469,4,1,108000
81410,4,1,108000
34934,4,1,108000
136710,4,1,108000
153895,4,1,108000
157567,4,1,108000
39122,4,1,108000
142462,4,1,108000
97618,4,1,108000
42862,4,1,108000
96671,4,1,108000
30540,4,1,108000
70941,4,1,108000
98234,4,1,108000
25695,4,1,108000
135623,4,1,108000
6651,4,1,108000
144495,4,1,108000
61785,4,1,108000
54054,4,1,108000
147369,4,1,108000
92695,4,1,108000
122627,4,1,108000
8111,4,1,108000
61926,4,1,108000
101777,4,1,108000
52623,4,1,108000
60151,4,1,108000
130457,4,1,108000
85008,4,1,108000
18099,4,1,108000
116612,4,1,108000
97443,4,1,108000
62928,4,1,108000
149098,4,1,108000
80590,4,1,108000
60530,4,1,108000
63774,4,1,108000
11334,4,1,108000
67275,4,1,108000
125604,4,1,108000
12026,4,1,108000
21185,4,1,108000
18942,4,1,108000
99247,4,1,108000
95215,4,1,108000
119750,4,1,108000
30807,4,1,108000
55285,4,1,108000
42023,4,1,108000
3242,4,1,108000
33965,4,1,108000
3821,4,1,108000
84971,4,1,108000
35749,4,1,108000
129357,4,1,108000
76510,4,1,108000
117804,4,1,108000
108667,4,1,108000
96175,4,1,108000
65878,4,1,108000
151291,4,1,108000
57599,4,1,108000
11686,4,1,108000
156130,4,1,108000
59068,4,1,108000
132910,4,1,108000
850,4,1,108000
5751,4,1,108000
39196,4,1,108000
2979,4,1,108000
99457,4,1,108000
93198,4,1,108000
95958,4,1,108000
108052,4,1,108000
101809,4,1,108000
123723,4,1,108000
17859,4,1,108000
7940,4,1,108000
114583,4,1,108000
81239,4,1,108000
26760,4,1,108000
140529,4,1,108000
137313,4,1,108000
71725,4,1,108000
13485,4,1,108000
458,4,1,108000
24235,4,1,108000
30674,4,1,108000
69265,4,1,108000
23579,4,1,108000
6434,4,1,108000
131042,4,1,108000
93746,4,1,108000
88293,4,1,108000
97521,4,1,108000
160348,4,1,108000
146270,4,1,108000
29130,4,1,108000
124193,4,1,108000
36712,4,1,108000
50413,4,1,108000
17111,4,1,108000
105346,4,1,108000
28088,4,1,108000
96239,4,1,108000
23579,4,1,108000
145315,4,1,108000
18517,4,1,108000
104669,4,1,108000
8128,4,1,108000
92938,4,1,108000
5445,4,1,108000
8951,4,1,108000
151168,4,1,108000
56130,4,1,108000
129330,4,1,108000
101813,4,1,108000
105528,4,1,108000
5941,4,1,108000
36194,4,1,108000
84071,4,1,108000
125137,4,1,108000
87632,4,1,108000
130066,4,1,108000
125135,4,1,108000
25868,4,1,108000
133225,4,1,108000
106231,4,1,108000
113648,4,1,108000
140926,4,1,108000
96791,4,1,108000
79850,4,1,108000
121308,4,1,108000
147156,4,1,108000
67067,4,1,108000
153464,4,1,108000
142668,4,1,108000
8541,4,1,108000
51090,4,1,108000
113544,4,1,108000
38795,4,1,108000
100007,4,1,108000
13836,4,1,108000
120310,4,1,108000
151587,4,1,108000
155678,4,1,108000
31830,4,1,108000
160619,4,1,108000
152397,4,1,108000
160122,4,1,108000
97904,4,1,108000
103564,4,1,108000
109521,4,1,108000
97873,4,1,108000
40985,4,1,108000
28067,4,1,108000
89567,4,1,108000
144749,4,1,108000
113873,4,1,108000
122948,4,1,108000
121015,4,1,108000
130034,4,1,108000
40044,4,1,108000
116386,4,1,108000
22599,4,1,108000
73891,4,1,108000
76835,4,1,108000
100359,4,1,108000
120936,4,1,108000
64773,4,1,108000
97886,4,1,108000
23268,4,1,108000
11907,4,1,108000
119243,4,1,108000
94885,4,1,108000
94407,4,1,108000
106159,4,1,108000
58969,4,1,108000
75299,4,1,108000
18117,4,1,108000
87539,4,1,108000
78054,4,1,108000
46193,4,1,108000
36843,4,1,108000
55225,4,1,108000
18942,4,1,108000
71187,4,1,108000
130614,4,1,108000
79713,4,1,108000
125274,4,1,108000
36749,4,1,108000
15894,4,1,108000
1678,4,1,108000
134035,4,1,108000
70780,4,1,108000
147359,4,1,108000
119670,4,1,108000
116083,4,1,108000
144160,4,1,108000
40415,4,1,108000
37904,4,1,108000
159853,4,1,108000
153194,4,1,108000
140916,4,1,108000
72554,4,1,108000
137777,4,1,108000
8008,4,1,108000
100289,4,1,108000
68740,4,1,108000
69592,4,1,108000
52771,4,1,108000
49949,4,1,108000
118186,4,1,108000
90483,4,1,108000
24883,4,1,108000
55813,4,1,108000
104133,4,1,108000
23758,4,1,108000
153697,4,1,108000
160133,4,1,108000
71461,4,1,108000
76132,4,1,108000
72585,4,1,108000
34968,4,1,108000
100245,4,1,108000
69883,4,1,108000
102485,4,1,108000
121429,4,1,108000
5941,4,1,108000
88413,4,1,108000
143922,4,1,108000
11053,4,1,108000
31033,4,1,108000
59066,4,1,108000
153225,4,1,108000
22458,4,1,108000
34338,4,1,108000
34628,4,1,108000
137159,4,1,108000
17158,4,1,108000
75453,4,1,108000
60151,4,1,108000
89842,4,1,108000
52623,4,1,108000
134669,4,1,108000
47903,4,1,108000
153585,4,1,108000
57731,4,1,108000
17075,4,1,108000
149341,4,1,108000
59387,4,1,108000
61769,4,1,108000
17839,4,1,108000
2476,4,1,108000
125298,4,1,108000
85388,4,1,108000
9935,4,1,108000
158385,4,1,108000
156530,4,1,108000
142645,4,1,108000
117288,4,1,108000
104258,4,1,108000
146617,4,1,108000
135913,4,1,108000
18942,4,1,108000
518,4,1,108000
117766,4,1,108000
140026,4,1,108000
27408,4,1,108000
19424,4,1,108000
22599,4,1,108000
129134,4,1,108000
99694,4,1,108000
103386,4,1,108000
108414,4,1,108000
86541,4,1,108000
42650,4,1,108000
57279,4,1,108000
84256,4,1,108000
137685,4,1,108000
77161,4,1,108000
24656,4,1,108000
47336,4,1,108000
57731,4,1,108000
36843,4,1,108000
4847,4,1,108000
30567,4,1,108000
80330,4,1,108000
80069,4,1,108000
30728,4,1,108000
144163,4,1,108000
84071,4,1,108000
73381,4,1,108000
28696,4,1,108000
142330,4,1,108000
56499,4,1,108000
129235,4,1,108000
17827,4,1,108000
33083,4,1,108000
96280,4,1,108000
66389,4,1,108000
6651,4,1,108000
156684,4,1,108000
9479,4,1,108000
74647,4,1,108000
100768,4,1,108000
58857,4,1,108000
30524,4,1,108000
47743,4,1,108000
4271,4,1,108000
156530,4,1,108000
118838,4,1,108000
75996,4,1,108000
112080,4,1,108000
22207,4,1,108000
122389,4,1,108000
110152,4,1,108000
11044,4,1,108000
71202,4,1,108000
90746,4,1,108000
70780,4,1,108000
3385,4,1,108000
78169,4,1,108000
151505,4,1,108000
91465,4,1,108000
17723,4,1,108000
3770,4,1,108000
48420,4,1,108000
136610,4,1,108000
140803,4,1,108000
24651,4,1,108000
84071,4,1,108000
156970,4,1,108000
130219,4,1,108000
74838,4,1,108000
154496,4,1,108000
142842,4,1,108000
55337,4,1,108000
104984,4,1,108000
118205,4,1,108000
3097,4,1,108000
36516,4,1,108000
131727,4,1,108000
144753,4,1,108000
70820,4,1,108000
22599,4,1,108000
25868,4,1,108000
20717,4,1,108000
100890,4,1,108000
77669,4,1,108000
121064,4,1,108000
59068,4,1,108000
82803,4,1,108000
118146,4,1,108000
155528,4,1,108000
1590,4,1,108000
68129,4,1,108000
125501,4,1,108000
136740,4,1,108000
43056,4,1,108000
115603,4,1,108000
122056,4,1,108000
131510,4,1,108000
52694,4,1,108000
144693,4,1,108000
61489,4,1,108000
86653,4,1,108000
97261,4,1,108000
36284,4,1,108000
118395,4,1,108000
102908,4,1,108000
7300,4,1,108000
13531,4,1,108000
158339,4,1,108000
140675,4,1,108000
49679,4,1,108000
66690,4,1,108000
55223,4,1,108000
145351,4,1,108000
45939,4,1,108000
151337,4,1,108000
42819,4,1,108000
52508,4,1,108000
25018,4,1,108000
111729,4,1,108000
136714,4,1,108000
28268,4,1,108000
66941,4,1,108000
86007,4,1,108000
64706,4,1,108000
106511,4,1,108000
73682,4,1,108000
54287,4,1,108000
112532,4,1,108000
67094,4,1,108000
37161,4,1,108000
124496,4,1,108000
12037,4,1,108000
36516,4,1,108000
56023,4,1,108000
15055,4,1,108000
128860,4,1,108000
3718,4,1,108000
38461,4,1,108000
20578,4,1,108000
149274,4,1,108000
94764,4,1,108000
61382,4,1,108000
125649,4,1,108000
84643,4,1,108000
103182,4,1,108000
16956,4,1,108000
130548,4,1,108000
40485,4,1,108000
155940,4,1,108000
156553,4,1,108000
116083,4,1,108000
153909,4,1,108000
76350,4,1,108000
160543,4,1,108000
84071,4,1,108000
86579,4,1,108000
83893,4,1,108000
65306,4,1,108000
97405,4,1,108000
52055,4,1,108000
16532,4,1,108000
82903,4,1,108000
58317,4,1,108000
133720,4,1,108000
28008,4,1,108000
58806,4,1,108000
144043,4,1,108000
8648,4,1,108000
8951,4,1,108000
40044,4,1,108000
19149,4,1,108000
6806,4,1,108000
68844,4,1,108000
134426,4,1,108000
156342,4,1,108000
100121,4,1,108000
137935,4,1,108000
35925,4,1,108000
108970,4,1,108000
154279,4,1,108000
56374,4,1,108000
71413,4,1,108000
60151,4,1,108000
7252,4,1,108000
57279,4,1,108000
61787,4,1,108000
122617,4,1,108000
15055,4,1,108000
41322,4,1,108000
92988,4,1,108000
64544,4,1,108000
106686,4,1,108000
99900,4,1,108000
71073,4,1,108000
141996,4,1,108000
103184,4,1,108000
104995,4,1,108000
58935,4,1,108000
158514,4,1,108000
54066,4,1,108000
22207,4,1,108000
57816,4,1,108000
55810,4,1,108000
19193,4,1,108000
18239,4,1,108000
126070,4,1,108000
120464,4,1,108000
131735,4,1,108000
81410,4,1,108000
148174,4,1,108000
122841,4,1,108000
142217,4,1,108000
54410,4,1,108000
22949,4,1,108000
155701,4,1,108000
144253,4,1,108000
25872,4,1,108000
143909,4,1,108000
138379,4,1,108000
132733,4,1,108000
135642,4,1,108000
92938,4,1,108000
58317,4,1,108000
87061,4,1,108000
11255,4,1,108000
39350,4,1,108000
77670,4,1,108000
96719,4,1,108000
148865,4,1,108000
100768,4,1,108000
153173,4,1,108000
103602,4,1,108000
32806,4,1,108000
4931,4,1,108000
111480,4,1,108000
140675,4,1,108000
41766,4,1,108000
11334,4,1,108000
123121,4,1,108000
136901,4,1,108000
57279,4,1,108000
122827,4,1,108000
18942,4,1,108000
49080,4,1,108000
40672,4,1,108000
3961,4,1,108000
95958,4,1,108000
112787,4,1,108000
18432,4,1,108000
97443,4,1,108000
74013,4,1,108000
119726,4,1,108000
122222,4,1,108000
119934,4,1,108000
59878,4,1,108000
29362,4,1,108000
149359,4,1,108000
26502,4,1,108000
3387,4,1,108000
19242,4,1,108000
160133,4,1,108000
126635,4,1,108000
9077,4,1,108000
13470,4,1,108000
135297,4,1,108000
50712,4,1,108000
65380,4,1,108000
56322,4,1,108000
112453,4,1,108000
49990,4,1,108000
136631,4,1,108000
63962,4,1,108000
57279,4,1,108000
5441,4,1,108000
149000,4,1,108000
3577,4,1,108000
57279,4,1,108000
104226,4,1,108000
144171,4,1,108000
6286,4,1,108000
24619,4,1,108000
85354,4,1,108000
69705,4,1,108000
154145,4,1,108000
52737,4,1,108000
66265,4,1,108000
38685,4,1,108000
17843,4,1,108000
25591,4,1,108000
60151,4,1,108000
120758,4,1,108000
109464,4,1,108000
140026,4,1,108000
8951,4,1,108000
19376,4,1,108000
97270,4,1,108000
7496,4,1,108000
83456,4,1,108000
84755,4,1,108000
39196,4,1,108000
125432,4,1,108000
33478,4,1,108000
126655,4,1,108000
148639,4,1,108000
131466,4,1,108000
51316,4,1,108000
61100,4,1,108000
72713,4,1,108000
104995,4,1,108000
112109,4,1,108000
46257,4,1,108000
127991,4,1,108000
45461,4,1,108000
37644,4,1,108000
107693,4,1,108000
17825,4,1,108000
150784,4,1,108000
38333,4,1,108000
123340,4,1,108000
79905,4,1,108000
15055,4,1,108000
41766,4,1,108000
125649,4,1,108000
138383,4,1,108000
70820,4,1,108000
111178,4,1,108000
15055,4,1,108000
37484,4,1,108000
44372,4,1,108000
114146,4,1,108000
113040,4,1,108000
148864,4,1,108000
15421,4,1,108000
85383,4,1,108000
90124,4,1,108000
90067,4,1,108000
63821,4,1,108000
54146,4,1,108000
27754,4,1,108000
83461,4,1,108000
58441,4,1,108000
153334,4,1,108000
66563,4,1,108000
62751,4,1,108000
128058,4,1,108000
117947,4,1,108000
19927,4,1,108000
95711,4,1,108000
150154,4,1,108000
28122,4,1,108000
95720,4,1,108000
145886,4,1,108000
133432,4,1,108000
49972,4,1,108000
143983,4,1,108000
38967,4,1,108000
36208,4,1,108000
108122,4,1,108000
251,4,1,108000
22207,4,1,108000
20877,4,1,108000
120508,4,1,108000
8943,4,1,108000
103052,4,1,108000
158544,4,1,108000
84071,4,1,108000
101655,4,1,108000
129088,4,1,108000
120595,4,1,108000
40893,4,1,108000
104312,4,1,108000
85344,4,1,108000
46193,4,1,108000
142752,4,1,108000
81905,4,1,108000
58407,4,1,108000
57279,4,1,108000
114326,4,1,108000
50712,4,1,108000
153985,4,1,108000
27172,4,1,108000
157073,4,1,108000
71289,4,1,108000
100007,4,1,108000
121688,4,1,108000
122205,4,1,108000
114326,4,1,108000
143449,4,1,108000
134540,4,1,108000
100094,4,1,108000
53032,4,1,108000
39166,4,1,108000
87220,4,1,108000
53264,4,1,108000
57279,4,1,108000
120208,4,1,108000
88100,4,1,108000
112109,4,1,108000
154129,4,1,108000
146866,4,1,108000
13583,4,1,108000
20907,4,1,108000
7307,4,1,108000
37151,4,1,108000
51927,4,1,108000
62279,4,1,108000
30622,4,1,108000
87268,4,1,108000
64015,4,1,108000
110394,4,1,108000
98034,4,1,108000
38065,4,1,108000
117116,4,1,108000
71889,4,1,108000
148086,4,1,108000
103429,4,1,108000
30438,4,1,108000
122266,4,1,108000
155343,4,1,108000
139958,4,1,108000
10740,4,1,108000
9284,4,1,108000
98914,4,1,108000
68099,4,1,108000
36196,4,1,108000
21094,4,1,108000
119658,4,1,108000
98034,4,1,108000
20042,4,1,108000
143089,4,1,108000
9432,4,1,108000
78433,4,1,108000
882,4,1,108000
24666,4,1,108000
19549,4,1,108000
3195,4,1,108000
124079,4,1,108000
60151,4,1,108000
33210,4,1,108000
67408,4,1,108000
3961,4,1,108000
138901,4,1,108000
143983,4,1,108000
77673,4,1,108000
151587,4,1,108000
102696,4,1,108000
116875,4,1,108000
147049,4,1,108000
110111,4,1,108000
119212,4,1,108000
36749,4,1,108000
80370,4,1,108000
108974,4,1,108000
62881,4,1,108000
157337,4,1,108000
105213,4,1,108000
72918,4,1,108000
151796,4,1,108000
11373,4,1,108000
73036,4,1,108000
45378,4,1,108000
118096,4,1,108000
119489,4,1,108000
2026,4,1,108000
61414,4,1,108000
77077,4,1,108000
139171,4,1,108000
32364,4,1,108000
154259,4,1,108000
71771,4,1,108000
62910,4,1,108000
68734,4,1,108000
532,4,1,108000
112031,4,1,108000
50417,4,1,108000
87317,4,1,108000
135192,4,1,108000
135087,4,1,108000
149849,4,1,108000
138901,4,1,108000
106792,4,1,108000
55725,4,1,108000
26854,4,1,108000
60312,4,1,108000
22599,4,1,108000
126490,4,1,108000
108255,4,1,108000
71917,4,1,108000
153973,4,1,108000
13195,4,1,108000
139370,4,1,108000
124193,4,1,108000
29524,4,1,108000
136947,4,1,108000
119670,4,1,108000
37324,4,1,108000
38255,4,1,108000
147256,4,1,108000
112748,4,1,108000
149051,4,1,108000
129892,4,1,108000
134925,4,1,108000
139459,4,1,108000
23028,4,1,108000
146909,4,1,108000
54621,4,1,108000
98034,4,1,108000
115139,4,1,108000
5631,4,1,108000
160133,4,1,108000
99406,4,1,108000
57279,4,1,108000
83057,4,1,108000
45018,4,1,108000
19404,4,1,108000
146364,4,1,108000
105847,4,1,108000
18942,4,1,108000
95958,4,1,108000
121654,4,1,108000
26128,4,1,108000
2551,4,1,108000
77673,4,1,108000
55321,4,1,108000
137807,4,1,108000
88801,4,1,108000
35077,4,1,108000
57533,4,1,108000
20719,4,1,108000
108405,4,1,108000
77673,4,1,108000
122530,4,1,108000
19376,4,1,108000
60151,4,1,108000
107296,4,1,108000
54963,4,1,108000
140963,4,1,108000
112028,4,1,108000
149098,4,1,108000
64939,4,1,108000
42086,4,1,108000
24602,4,1,108000
97983,4,1,108000
22640,4,1,108000
158506,4,1,108000
92301,4,1,108000
137398,4,1,108000
133836,4,1,108000
43443,4,1,108000
96777,4,1,108000
143533,4,1,108000
45014,4,1,108000
25084,4,1,108000
77810,4,1,108000
151659,4,1,108000
14408,4,1,108000
75741,4,1,108000
70151,4,1,108000
32531,4,1,108000
140422,4,1,108000
38277,4,1,108000
4504,4,1,108000
95080,4,1,108000
88518,4,1,108000
10079,4,1,108000
140210,4,1,108000
59124,4,1,108000
14974,4,1,108000
92371,4,1,108000
14325,4,1,108000
92940,4,1,108000
13446,4,1,108000
86964,4,1,108000
122787,4,1,108000
36843,4,1,108000
144826,4,1,108000
67363,4,1,108000
102654,4,1,108000
51396,4,1,108000
27677,4,1,108000
80547,4,1,108000
20907,4,1,108000
125780,4,1,108000
11686,4,1,108000
92708,4,1,108000
24116,4,1,108000
60086,4,1,108000
54031,4,1,108000
3961,4,1,108000
51706,4,1,108000
30995,4,1,108000
129379,4,1,108000
45923,4,1,108000
53486,4,1,108000
92430,4,1,108000
30296,4,1,108000
106231,4,1,108000
106147,4,1,108000
15359,4,1,108000
156639,4,1,108000
154140,4,1,108000
12474,4,1,108000
94653,4,1,108000
71816,4,1,108000
120601,4,1,108000
37714,4,1,108000
112327,4,1,108000
125649,4,1,108000
129134,4,1,108000
94887,4,1,108000
73784,4,1,108000
2086,4,1,108000
91782,4,1,108000
31540,4,1,108000
122827,4,1,108000
105273,4,1,108000
76833,4,1,108000
138441,4,1,108000
96189,4,1,108000
1592,4,1,108000
24765,4,1,108000
72050,4,1,108000
153386,4,1,108000
105035,4,1,108000
67275,4,1,108000
31022,4,1,108000
76934,4,1,108000
95808,4,1,108000
90569,4,1,108000
135461,4,1,108000
2605,4,1,108000
98448,4,1,108000
119666,4,1,108000
100024,4,1,108000
6902,4,1,108000
101620,4,1,108000
137935,4,1,108000
37691,4,1,108000
59068,4,1,108000
80495,4,1,108000
23012,4,1,108000
109722,4,1,108000
11586,4,1,108000
58741,4,1,108000
66783,4,1,108000
84838,4,1,108000
15696,4,1,108000
131577,4,1,108000
103472,4,1,108000
84172,4,1,108000
94879,4,1,108000
22207,4,1,108000
42333,4,1,108000
5635,4,1,108000
76766,4,1,108000
151659,4,1,108000
15616,4,1,108000
60151,4,1,108000
68700,4,1,108000
20907,4,1,108000
148205,4,1,108000
150098,4,1,108000
109163,4,1,108000
136225,4,1,108000
121293,4,1,108000
134232,4,1,108000
113048,4,1,108000
35077,4,1,108000
123039,4,1,108000
125691,4,1,108000
145886,4,1,108000
37214,4,1,108000
87042,4,1,108000
111081,4,1,108000
42632,4,1,108000
29617,4,1,108000
131042,4,1,108000
144486,4,1,108000
107045,4,1,108000
97490,4,1,108000
138518,4,1,108000
23147,4,1,108000
104337,4,1,108000
133739,4,1,108000
35716,4,1,108000
143416,4,1,108000
25868,4,1,108000
127109,4,1,108000
11480,4,1,108000
57595,4,1,108000
104095,4,1,108000
